Date,Temp,RH
2017/10/05 0:00,27.6,82
2017/10/05 0:01,27.6,82
2017/10/05 0:02,27.6,82
2017/10/05 0:03,27.6,82
2017/10/05 0:04,27.6,82
2017/10/05 0:05,27.6,82
2017/10/05 0:06,27.7,82
2017/10/05 0:07,27.7,82
2017/10/05 0:08,27.7,82
2017/10/05 0:09,27.7,82
2017/10/05 0:10,27.7,82
2017/10/05 0:11,27.7,82
2017/10/05 0:12,27.7,82
2017/10/05 0:13,27.7,81
2017/10/05 0:14,27.7,81
2017/10/05 0:15,27.7,81
2017/10/05 0:16,27.7,81
2017/10/05 0:17,27.7,81
2017/10/05 0:18,27.7,81
2017/10/05 0:19,27.8,80
2017/10/05 0:20,27.8,80
2017/10/05 0:21,27.8,81
2017/10/05 0:22,27.8,80
2017/10/05 0:23,27.7,82
2017/10/05 0:24,27.8,81
2017/10/05 0:25,27.7,82
2017/10/05 0:26,27.8,80
2017/10/05 0:27,27.8,80
2017/10/05 0:28,27.8,80
2017/10/05 0:29,27.8,80
2017/10/05 0:30,27.8,80
2017/10/05 0:31,27.8,80
2017/10/05 0:32,27.8,80
2017/10/05 0:33,27.8,80
2017/10/05 0:34,27.8,80
2017/10/05 0:35,27.8,80
2017/10/05 0:36,27.8,80
2017/10/05 0:37,27.8,80
2017/10/05 0:38,27.8,80
2017/10/05 0:39,27.8,79
2017/10/05 0:40,27.8,78
2017/10/05 0:41,27.8,78
2017/10/05 0:42,27.8,78
2017/10/05 0:43,27.7,79
2017/10/05 0:44,27.7,79
2017/10/05 0:45,27.7,79
2017/10/05 0:46,27.7,79
2017/10/05 0:47,27.7,79
2017/10/05 0:48,27.8,78
2017/10/05 0:49,27.8,78
2017/10/05 0:50,27.8,78
2017/10/05 0:51,27.8,79
2017/10/05 0:52,27.8,79
2017/10/05 0:53,27.8,79
2017/10/05 0:54,27.8,79
2017/10/05 0:55,27.8,79
2017/10/05 0:56,27.8,79
2017/10/05 0:57,27.9,78
2017/10/05 0:58,27.9,78
2017/10/05 0:59,27.9,79
2017/10/05 1:00,27.9,79
2017/10/05 1:01,27.9,79
2017/10/05 1:02,27.9,79
2017/10/05 1:03,27.9,79
2017/10/05 1:04,27.9,79
2017/10/05 1:05,27.9,79
2017/10/05 1:06,27.9,78
2017/10/05 1:07,27.9,78
2017/10/05 1:08,27.9,77
2017/10/05 1:09,27.9,77
2017/10/05 1:10,27.9,77
2017/10/05 1:11,28.0,77
2017/10/05 1:12,27.9,78
2017/10/05 1:13,27.9,78
2017/10/05 1:14,27.9,78
2017/10/05 1:15,27.9,78
2017/10/05 1:16,27.9,78
2017/10/05 1:17,27.9,78
2017/10/05 1:18,27.9,78
2017/10/05 1:19,27.9,78
2017/10/05 1:20,27.9,79
2017/10/05 1:21,27.9,78
2017/10/05 1:22,27.9,78
2017/10/05 1:23,27.9,78
2017/10/05 1:24,27.9,79
2017/10/05 1:25,28.0,78
2017/10/05 1:26,27.9,79
2017/10/05 1:27,27.9,80
2017/10/05 1:28,27.9,79
2017/10/05 1:29,27.9,79
2017/10/05 1:30,27.9,79
2017/10/05 1:31,27.9,78
2017/10/05 1:32,27.9,78
2017/10/05 1:33,27.9,78
2017/10/05 1:34,27.9,77
2017/10/05 1:35,27.9,78
2017/10/05 1:36,27.9,78
2017/10/05 1:37,27.9,78
2017/10/05 1:38,27.9,78
2017/10/05 1:39,27.9,78
2017/10/05 1:40,27.9,78
2017/10/05 1:41,27.9,77
2017/10/05 1:42,27.9,77
2017/10/05 1:43,27.9,77
2017/10/05 1:44,27.9,77
2017/10/05 1:45,27.9,77
2017/10/05 1:46,27.9,77
2017/10/05 1:47,27.9,77
2017/10/05 1:48,27.9,77
2017/10/05 1:49,27.9,77
2017/10/05 1:50,27.9,77
2017/10/05 1:51,27.9,77
2017/10/05 1:52,27.9,77
2017/10/05 1:53,27.9,77
2017/10/05 1:54,27.8,78
2017/10/05 1:55,27.8,78
2017/10/05 1:56,27.8,78
2017/10/05 1:57,27.8,78
2017/10/05 1:58,27.8,78
2017/10/05 1:59,27.8,78
2017/10/05 2:00,27.8,78
2017/10/05 2:01,27.8,78
2017/10/05 2:02,27.8,78
2017/10/05 2:03,27.8,78
2017/10/05 2:04,27.8,78
2017/10/05 2:05,27.8,78
2017/10/05 2:06,27.8,79
2017/10/05 2:07,27.8,79
2017/10/05 2:08,27.8,79
2017/10/05 2:09,27.8,79
2017/10/05 2:10,27.8,79
2017/10/05 2:11,27.8,79
2017/10/05 2:12,27.8,79
2017/10/05 2:13,27.8,79
2017/10/05 2:14,27.8,78
2017/10/05 2:15,27.8,77
2017/10/05 2:16,27.7,78
2017/10/05 2:17,27.7,78
2017/10/05 2:18,27.7,78
2017/10/05 2:19,27.6,79
2017/10/05 2:20,27.6,79
2017/10/05 2:21,27.6,79
2017/10/05 2:22,27.6,79
2017/10/05 2:23,27.6,79
2017/10/05 2:24,27.6,79
2017/10/05 2:25,27.5,80
2017/10/05 2:26,27.5,80
2017/10/05 2:27,27.5,80
2017/10/05 2:28,27.5,80
2017/10/05 2:29,27.5,80
2017/10/05 2:30,27.5,79
2017/10/05 2:31,27.5,79
2017/10/05 2:32,27.5,79
2017/10/05 2:33,27.5,80
2017/10/05 2:34,27.5,80
2017/10/05 2:35,27.4,81
2017/10/05 2:36,27.4,81
2017/10/05 2:37,27.4,81
2017/10/05 2:38,27.4,80
2017/10/05 2:39,27.5,79
2017/10/05 2:40,27.5,80
2017/10/05 2:41,27.5,80
2017/10/05 2:42,27.5,79
2017/10/05 2:43,27.5,79
2017/10/05 2:44,27.5,79
2017/10/05 2:45,27.5,79
2017/10/05 2:46,27.5,79
2017/10/05 2:47,27.5,78
2017/10/05 2:48,27.5,78
2017/10/05 2:49,27.5,78
2017/10/05 2:50,27.5,79
2017/10/05 2:51,27.5,78
2017/10/05 2:52,27.5,79
2017/10/05 2:53,27.5,79
2017/10/05 2:54,27.5,79
2017/10/05 2:55,27.5,79
2017/10/05 2:56,27.5,78
2017/10/05 2:57,27.5,78
2017/10/05 2:58,27.5,78
2017/10/05 2:59,27.5,78
2017/10/05 3:00,27.5,79
2017/10/05 3:01,27.5,79
2017/10/05 3:02,27.4,79
2017/10/05 3:03,27.4,79
2017/10/05 3:04,27.4,80
2017/10/05 3:05,27.4,79
2017/10/05 3:06,27.4,79
2017/10/05 3:07,27.4,79
2017/10/05 3:08,27.4,78
2017/10/05 3:09,27.4,78
2017/10/05 3:10,27.4,78
2017/10/05 3:11,27.4,78
2017/10/05 3:12,27.4,77
2017/10/05 3:13,27.4,78
2017/10/05 3:14,27.4,78
2017/10/05 3:15,27.4,78
2017/10/05 3:16,27.4,79
2017/10/05 3:17,27.4,78
2017/10/05 3:18,27.4,79
2017/10/05 3:19,27.4,78
2017/10/05 3:20,27.4,78
2017/10/05 3:21,27.4,79
2017/10/05 3:22,27.4,79
2017/10/05 3:23,27.4,79
2017/10/05 3:24,27.4,78
2017/10/05 3:25,27.4,77
2017/10/05 3:26,27.4,77
2017/10/05 3:27,27.4,77
2017/10/05 3:28,27.4,76
2017/10/05 3:29,27.4,76
2017/10/05 3:30,27.4,76
2017/10/05 3:31,27.4,76
2017/10/05 3:32,27.4,76
2017/10/05 3:33,27.4,76
2017/10/05 3:34,27.4,76
2017/10/05 3:35,27.4,76
2017/10/05 3:36,27.4,76
2017/10/05 3:37,27.4,76
2017/10/05 3:38,27.4,76
2017/10/05 3:39,27.4,76
2017/10/05 3:40,27.4,76
2017/10/05 3:41,27.4,76
2017/10/05 3:42,27.4,77
2017/10/05 3:43,27.4,77
2017/10/05 3:44,27.4,77
2017/10/05 3:45,27.4,76
2017/10/05 3:46,27.4,76
2017/10/05 3:47,27.4,77
2017/10/05 3:48,27.4,77
2017/10/05 3:49,27.4,77
2017/10/05 3:50,27.5,76
2017/10/05 3:51,27.5,76
2017/10/05 3:52,27.4,77
2017/10/05 3:53,27.4,78
2017/10/05 3:54,27.4,78
2017/10/05 3:55,27.4,78
2017/10/05 3:56,27.4,78
2017/10/05 3:57,27.4,78
2017/10/05 3:58,27.4,78
2017/10/05 3:59,27.4,77
2017/10/05 4:00,27.4,76
2017/10/05 4:01,27.4,76
2017/10/05 4:02,27.4,76
2017/10/05 4:03,27.4,77
2017/10/05 4:04,27.4,77
2017/10/05 4:05,27.4,78
2017/10/05 4:06,27.3,79
2017/10/05 4:07,27.3,79
2017/10/05 4:08,27.3,79
2017/10/05 4:09,27.3,79
2017/10/05 4:10,27.3,78
2017/10/05 4:11,27.3,77
2017/10/05 4:12,27.3,77
2017/10/05 4:13,27.3,78
2017/10/05 4:14,27.3,78
2017/10/05 4:15,27.3,78
2017/10/05 4:16,27.3,78
2017/10/05 4:17,27.3,78
2017/10/05 4:18,27.3,78
2017/10/05 4:19,27.3,77
2017/10/05 4:20,27.3,78
2017/10/05 4:21,27.3,78
2017/10/05 4:22,27.3,77
2017/10/05 4:23,27.3,77
2017/10/05 4:24,27.3,77
2017/10/05 4:25,27.3,77
2017/10/05 4:26,27.3,77
2017/10/05 4:27,27.3,77
2017/10/05 4:28,27.3,78
2017/10/05 4:29,27.2,79
2017/10/05 4:30,27.2,79
2017/10/05 4:31,27.2,79
2017/10/05 4:32,27.2,79
2017/10/05 4:33,27.1,78
2017/10/05 4:34,27.1,79
2017/10/05 4:35,27.1,79
2017/10/05 4:36,27.1,78
2017/10/05 4:37,27.2,78
2017/10/05 4:38,27.2,78
2017/10/05 4:39,27.2,78
2017/10/05 4:40,27.2,78
2017/10/05 4:41,27.2,78
2017/10/05 4:42,27.2,78
2017/10/05 4:43,27.2,78
2017/10/05 4:44,27.1,78
2017/10/05 4:45,27.1,78
2017/10/05 4:46,27.1,78
2017/10/05 4:47,27.1,78
2017/10/05 4:48,27.1,78
2017/10/05 4:49,27.1,78
2017/10/05 4:50,27.1,78
2017/10/05 4:51,27.1,79
2017/10/05 4:52,27.1,79
2017/10/05 4:53,27.1,79
2017/10/05 4:54,27.1,79
2017/10/05 4:55,27.1,78
2017/10/05 4:56,27.1,78
2017/10/05 4:57,27.1,78
2017/10/05 4:58,27.1,79
2017/10/05 4:59,27.1,78
2017/10/05 5:00,27.1,78
2017/10/05 5:01,27.2,78
2017/10/05 5:02,27.2,78
2017/10/05 5:03,27.2,78
2017/10/05 5:04,27.2,78
